filename,text
818, অথচ শিশু কর্নারে এই বইগুলো নেই
819, সেখানে প্রধানত বিক্রি হচ্ছে কার্টুনের বই
820, এতে শিশুরা মানসম্মত শিশুসাহিত্য থেকে বঞ্চিত হচ্ছে
821,মেঘ কেটে গিয়ে রোদ উঠেছিল কাল দুপুরেই
822, রৌদ্রকরোজ্জ্বল দিনে মেলায় বেচাকেনাও বেড়েছিল
823, এই ধারা শেষাবধি চলবে এ আশায় আছেন প্রকাশকেরা
824, প্রণবের নাক-মুখ দিয়ে রক্তক্ষরণ হয়েছে
825, এ ব্যাপারে মামলার প্রস্তুতি চলছে
826,গত সোমবার ও গতকাল মঙ্গলবার এসব ঘটনা ঘটে
827, বাবার নাম শহীদুল ইসলাম
828, তাঁর বাড়ি ময়মনসিংহ সদর উপজেলার চুরখাই এলাকায়
829, আহত অন্য ব্যক্তিরা একই হাসপাতালে ভর্তি হয়েছেন
830, পরে পুলিশ গিয়ে পরিস্থিতি নিয়ন্ত্রণে আনে
831, এ সময় একটি মোটরসাইকেল তাঁকে ধাক্কা দেয়
832, তাঁকে পুলিশের হেফাজতে রাখা হয়েছে
833, এতে মা-ছেলে ও রিকশাটির চালক আহত হন
834, পরে পুলিশ গিয়ে চালককে আটক করলে পরিস্থিতি শান্ত হয়
835, তবে এতে কেউ হতাহত হয়নি
836, হঠাৎ একটি বিমান থেকে ধোঁয়া বের হতে দেখা যায়
837, ২০১২ সালে সাড়ে ৪২ কোটি মানুষ জিমেইল ব্যবহার করত
838, এই স্কুলের আশপাশে প্রায় ১০০ কোচিং সেন্টার রয়েছে
839," সরকারের একজন মন্ত্রী, কিছু করতে পারবেন না"
840, দুদকের শক্তি জনগণ
841, যদিও আমাদের মধ্যে সমস্যা রয়েছে
842," এরপরও আমরা কাজ করে যাচ্ছি, সফলতা আসবেই"
843," আমি অমুক, আমি তমুক"
844, আপনি এখন বড় পদে আছেন
845, আমাদের ভেতরও কিছু সমস্যা আছে
846," আমরা যদি ঠিকমতো অফিস না করি, এটাও দুর্নীতি"
847, এ ব্যাপারে আমাদের সজাগ থাকা উচিত
848, ভালো কাজ করতে আমাদের চেষ্টা থাকতে হবে
849,"কেউ কেউ বলছেন, উইকেটটা একেবারে ‘নারকীয়’"
850," আবার কেউ বলছেন, টেস্ট ক্রিকেটের জন্যই এটা লজ্জা"
851, এক বছর দলের বাইরেও ছিলেন
852, তাই তিনিই দেশের বৈধ প্রেসিডেন্ট
853," তবে এই মুহূর্তে তিনি কোথায় আছেন, তা নিশ্চিত নই"
854,’২০১১ সাল থেকে কারাভোগ করছিলেন তিমোশেঙ্কো
855, বিবিসি ও রয়টার্স
856, এর দায়ভার কমিটির অন্য সদস্যরা নিতে পারেন না
857, তাই তাঁরা স্বেচ্ছায় পদত্যাগ করছেন
858, এরই মধ্যে সাতজন নেতা কারাগারে রয়েছেন
859, এ ছাড়া ১০ জন নেতা পলাতক রয়েছেন
860,ছাত্রলীগের বর্তমান এই কমিটির মেয়াদ পার হয়ে গেছে
861, এ সময় জেলেরা দস্যুদের চিনতে পেরে ঘিরে ফেলেন
862, এর বিরুদ্ধে কয়েকজন আপিল বিভাগে আবেদন করেন
863, এ জন্য সময় বেঁধে দেওয়া হয়
864, এর ধারাবাহিকতায় গতকাল বিষয়টি হাইকোর্টে ওঠে
865, এতে রতন ক্ষিপ্ত হন
866, এতে মজিদ গুরুতর আহত হন
867, সেখানে কর্তব্যরত চিকিৎসক তাঁকে মৃত ঘোষণা করেন
868, মজিদকে নিয়ে আমাদের অনেক স্বপ্ন ছিল
869, কিন্তু এখন সব আশা শেষ হয়ে গেছে
870, আমরা এর সুষ্ঠু বিচার চাই
871, এ ঘটনায় এখনো কোনো মামলা হয়নি
872, রাতে তিনি আর বাড়ি ফেরেননি
873," এখন মনে হচ্ছে, এ দেশে আমরা সত্যিকারই সংখ্যালঘু"
874," মাঝে মাঝে মনে হয়, এ দেশ আমাদের না"
875, দেশটি ক্ষমতাবানদের
876, সবকিছুর প্রতি ঘৃণা এসে গেছে
877, সারা দিন ঘরে বসে থাকি
878, বাইরে গেলেই কান্নায় বুক ভেঙে যায়
879, পুলিশ ধরতে পারেনি মামলার গুরুত্বপূর্ণ এক আসামিকে
880, জামিনে বেরিয়ে গেছেন অপর চার আসামি
881, এঁদের মধ্যে মাহবুব আলী পলাতক রয়েছেন
882, অপর চার আসামি উচ্চ আদালত থেকে জামিনে রয়েছেন
883, জামিনে বেরিয়ে গেছে আসামিরা
884, পলাতক রয়েছে গুরুত্বপূর্ণ এক আসামি
885," যেখানে যাই, সেখানেই টাকার খেলা"
886, ঘাটে ঘাটে টাকা দিতে হয়
887, কিন্তু মন্ত্রণালয় থেকে এখনো প্রজ্ঞাপন জারি হয়নি
888, আমি ছেলে হত্যার বিচার চাই
889, সারা দিন তাঁর ঘরেই থাকেন মা গোপা মজুমদার
890," গোপা মজুমদার বলেন, ‘ঘর থেকে বের হই না"
891, এ জন্য এখন কোনো গানও শুনি না
892, আর হিমাদ্রীও আমাকে গান শোনায় না
893,’ থামে না মায়ের আবিরল কান্না
894, বাকি তিনজন আফগান
895, ইয়েমেনে এখন গৃহযুদ্ধ চলছে
896, এ জন্য যুক্তরাষ্ট্র কৃতজ্ঞ
897, বিনা বিচারে তাঁকে ১৪ বছর ধরে আটকে রাখা হয়
898, এর উদ্বোধন করেছিলেন বলিউড তারকা বিদ্যা বালান
899, সেই ইচ্ছা এবার পূরণ হতে চলছে
900, আগামী সপ্তাহে ছবিটি মুক্তি পাচ্ছে
901, জেলে আসা বন্দীদের নিয়েই তাঁদের কাজ করতে হয়
902,এই নিয়োগ বিজ্ঞপ্তি পাওয়া যাবে এই লিংকটিতে
903, গতকাল দুপুরে ৫৯টি শিশুকে বাড়ি পাঠিয়ে দেওয়া হয়
904, আর ৩৩টি নতুন শিশু ভর্তি হয়
905," তিনি বলেন, ‘গত শুক্রবার আমার নাতনির বমি শুরু হয়"
906, অবস্থার অবনতি হলে শনিবার সকালে হাসপাতালে নিয়ে আসি
907," এখানে এসে দেখি, বেড নাই"
908, কিন্তু শামীমের অবস্থার খুব একটা উন্নতি হচ্ছে না
909, রাতে ঠান্ডা বাতাস বারান্দার রোগীদের কাবু করে দেয়
910, তখন বাড়তি কম্বল দিয়ে ছেলের শরীর ঢেকে দিই
911, তবু ঠান্ডা লাগে
912," তাও আছি, ছইলটা জোন মোর ভালো হয়"
913, দেশের গোটা শাসনকাঠামোই বদলে যায়
914," কেননা, প্রধান সব দলই তা বর্জন করে"
915, বর্ষার পুরো সময়জুড়ে চরটি পানিতে ডুবে থাকে
916, সেখানে নিয়মিত ডলফিন বিচরণ করে
917, কিছু বক ছাড়া সেখানে কোনো প্রাণী দেখা যায় না
918, আর সংরক্ষিত হিসেবে ঘোষিত বন বাতিল করার সুযোগ আছে
919, শেষ পর্যন্ত মানুষও সেখানে বসবাস করতে পারবে না
920, আর বন্য প্রাণী তার আশ্রয় হারাবে
921, এ কারণে আজ পর্যন্ত সেখানে কোনো বসতি গড়ে ওঠেনি
922," চরটি স্থায়ী হয়েছে কি না, তা পরীক্ষা করতে হবে"
923,অারও পড়ুন ঠেঙ্গারচর থেকে জালিয়ারচর
924, এ কারণে চূড়ান্ত সতর্ক অবস্থায় আছে মুম্বাই পুলিশ
925, প্রাথমিক সিদ্ধান্তও নেওয়া হয়ে গিয়েছিল
926, তিন দশক ধরে বলিউড তাঁর নানা ধরনের অভিনয় দেখে আসছে
927, আজ সাফল্যের শিখরে পৌঁছেও তিনি কিন্তু বদলে যাননি
928, তিনি আজও সেই মাটির মানুষ
929, তাঁর বাস্তব জীবনটা আর সব তারকার তুলনায় আলাদা
930, সূত্র: ইন্ডিয়ান টাইমস
931, তিনি মাদ্রাসার উন্নয়নে ৫ লাখ টাকা অনুদান দেন
932, এতে মাদ্রাসার আয় হয় ৭ লাখ টাকা
933, এতে তিনি ওই ৭ লাখ টাকাই ব্যয় দেখান
934, তাঁরা অধ্যক্ষকে প্রকৃত হিসাব দিতে বলেন
935, সেখান থেকে নির্দেশনা আসার পর তাঁরা তদন্ত করেন
936, এর পরিমাণ জনপ্রতি ৫-৭ হাজার টাকা হতে পারে
937, তিনি সেটি দেননি
938, তাই অধ্যক্ষকে প্রকৃত হিসাব পেশ করতে বলা হয়েছে
939, কিন্তু তিনি এখনো তা দেননি
940, চাঁদাবাজির সুযোগ সেখানে নেই
941, কারণ সেনাবাহিনী সম্পূর্ণ অরাজনৈতিক
942, তাদের রাজনীতিতে জড়ানোর চেষ্টা ঠিক নয়
943, তাই শুটিং করেও বেশ ভালো লাগছে
944, আর বাঁধনের মায়ের চরিত্রে অভিনয় করছেন দিতি
945, এরপর অসংখ্য টিভি নাটকে অভিনয় করেছেন তিনি
946, বিজ্ঞাপনচিত্রেও বাঁধনের উপস্থিতি সবার নজর কাড়ে
947, ২০১১ সালের ৬ অক্টোবর তিনি কন্যাসন্তানের মা হন
948, বাঁধনের মেয়ে মিশেল আমানীর বয়স এখন আড়াই বছর
949,সাজিয়ে–গুছিয়ে খাবার পরিবেশন করতে চান সবাই
950, আবার কিছু রান্নায় বিশেষভাবে কাটতে হয় সবজি ও মাংস
951, এসব কাটাকাটির আছে নানা কৌশল
952, সেগুলোর আলাদা নামও রয়েছে
953, এটিকে চিকন করে কেটে কয়েকটি অংশে ভাগ করতে হবে
954, এই অংশগুলোর পুরুত্ব হবে ৬ মিলিমিটার
955,অনিয়ন চপপেঁয়াজের খোসা ছাড়িয়ে অর্ধেক করে নিতে হবে
956, একইভাবে বাকি অর্ধেকও কেটে নিতে হবে
957, এবার বাকি অর্ধেকটা অংশকেও একইভাবে কেটে নিতে হবে
958, এই স্লাইসগুলোর পুরুত্ব হবে আনুমানিক ৩ মিলিমিটার
959, এভাবে প্রতিটি স্লাইস কাটলেই হয়ে গেল জুলিয়ান কাট
960, প্রতিটি টুকরার দৈর্ঘ্য হবে ৩-৫ সেন্টিমিটার
961, তবে টুকরাগুলো পাতলা হতে হবে
962,কিউব চিকেনমুরগির মাংসের হাড় ছাড়িয়ে নিতে হবে
963, এবার এক ইঞ্চি প্রস্থের কয়েকটি টুকরা করে নিতে হবে
964, এবার প্রতিটি টুকরাকে এক ইঞ্চি লম্বা করে কাটতে হবে
965, এই চারকোনা অংশটি থেকে কয়েকটি স্লাইস কাটতে হবে
966, তারপর সেগুলোকে আবার চিকন করে কেটে নিন
967, টুকরাগুলোর পুরুত্ব হবে ১ সেন্টিমিটার
968,১৪ মার্চ ৭৬ বছর বয়সে মারা যান স্টিফেন হকিং
969, এ কারণেই এখানে তাঁর শেষকৃত্য করা হচ্ছে
970, এ শহরকে তিনি খুব ভালোবাসতেন
971, তাঁর জীবন ও কর্ম অনেকের কাছে অনেক কিছু
972, ১৭২৭ সালে নিউটনকে এখানে সমাহিত করা হয়
973, তাঁর পাশে ১৮৮২ সালে সমাহিত করা হয় ডারউইনকে
974,আগামী ২২ ডিসেম্বরের মধ্যে পাঁচ কপি বই জমা দিতে হবে
975,তবে এর আগেও বিটিআরসি এমন সিদ্ধান্ত নিয়েছিল
976, পরে আবার তা থেকে সরে এসেছিল নিয়ন্ত্রক সংস্থাটি
977, এ বিষয়ে পদক্ষেপ নেওয়া হচ্ছে
978, বস্তুত এই বিধিমালা বাস্তবায়নযোগ্য নয়
979," কিন্তু কাকে দেওয়া হবে, তা তিনি বলেননি"
980,এভাবে তো চলতে পারে না
981, হঠাৎ বেপরোয়া গতির একটি ট্রাকের চাপায় নিহত হন তিনি
982, এতে ঘটনাস্থলেই মারা যান তিনি
983, পরে ক্ষুব্ধ জনতা প্রথমে মহাসড়ক অবরোধ করেন
984, পরে চালককে আটক করে ট্রাকে আগুন ধরিয়ে দেন
985, খবর পেয়ে ফায়ার সার্ভিসের কর্মীরা গিয়ে আগুন নেভান
986, দুটি উইকেট এসেছে তাঁর তিন বলের মধ্যে
987, সেন্ট লুসিয়া আর সোজা হয়ে দাঁড়াতে পারেনি
988, কিন্তু ঈদের আনন্দকে তো আর হাতছাড়া করা যায় না
989, ঈদের আনন্দকে খেলার মাঠেই ফিরিয়ে আনলেন যেন
990, আবার সেই পুরোনো চেহারায়
991," ৮, ৪, ২, ৪, ০, ০, ২, ১, ৬"
992, তাঁর সহযোগী ছিলেন লামিচানে ও মাহমুদউল্লাহ
993,এবারের সিপিএলে মাত্র এক ওভার বোলিং করেছিলেন
994, আর মাহমুদউল্লাহও দারুণভাবে আস্থার প্রতিদান দিলেন
995, সেন্ট লুসিয়া আর সোজা হয়ে দাঁড়াতে পারেনি
996, অলআউট হয়েছে মাত্র ৬৯ রানে
997, সর্বোচ্চ ১৫টি ডট বল দিয়েছেন মাহমুদউল্লাহ
998, কিন্তু এই রান করতেও ৩ উইকেটে পতন হয়
999, মাহমুদউল্লাহ ব্যাটিংয়ের সুযোগ পাননি
